Review,Point
nay 15 âm mà quán đông như hội lâu lắm mới được ăn mỳ quảng ở đây ngon hương_vị như 1 tư trước đến nay minh ăn mỳ gà 22k gà ăn thấm chị minh ăn mỳ ếch 32k ú nụ con_gái ăn như mèo chắc 2 đứa an 1 phần là vừa ngon là 1 lựa_chọn số 1 khi nghĩ đến mỳ quảng,8.4
quán chè thái mình lui_tới suốt thời_gian dài chè thái ngon mát ăn vô_cùng thích rau_câu dừa bánh flan ngon lắm lắm luôn nhé ngoài_ra còn bán tàu_hũ sữa_chua củng ngon không kém,7.8
quán trong hẻm nhỏ hơi bị khó tìm nhưng vào trong thì không_gian rộng_rãi thoáng_đãng mắm_nêm ở đây pha ngon rau nhiều đầy ụ bánh_tráng và mỳ lá cho nhiều dư chứ không phải xin đi xin lại như nơi khác 1phần thịt cũng nhiều còn cá_nục thì phục_vụ quá lâu ăn muốn hết rồi nhắc đi nhắc lại mới có nhưng cá vị ổn ko bị tanh 2 phần 1 cá 1 thịt thêm nước uống gần 200k theo mình là giá ổn,7.6
hôm_nay đổi gió k ăn mì quảng nữa vì bình_thường lúc mô cũng ăn rầu k cá_lóc thì gà bò sườn trứng các thể_loại đi 1 mình nên gọi 1 phần bánh_tráng thịt heo một phần giá 35k có đầy_đủ rau_dưa chuối chác kèm mì lá nữa mắm ăn thơm vừa_miệng phục_vụ nhanh không_gian nhỏ nhỏ mà khi mô cũng cực đông khách_nha quán có cháo ếch cũng khá ngon bữa sau sẽ ăn cháo để đổi món ahihi,7.8
mình vốn_dĩ rất thích ăn sushi ở ông chủ nhỏ nhưng hôm_nay sẽ là lần cuối mình ăn_ở đây mình đặt phần bò xào nấm cuối_cùng lại thành nấm xào mình phải trả 45k để lấy phần 30k sushi không có gì để chấm cơm cuộn cũng không mình ngồi ăn mà cục tức nghẹn ở họng không_thể_nào nuốt trôi thức_ăn được mình sẽ không bao_giờ ăn_ở đây 1 lần nào nữa đâu,1.0
phở toàn bột_ngọt ăn thì ko đậm vịngọt lừ ngọt đáng sợ nhân_viên thái_độ phục_vụ ko tốt mà giá_cả lại đắt_đỏ không bao_giờ có lần 2 vào quán này,1.0
lần đầu_tiên mua bánh ở đây vì thấy nhiều người khen ngon cá_nhân mình bánh ở mức_độ khá ổn chắc do mình hay ăn_ở napom nên thấy napom ngon hơn,7.2
khuya hơn 11h mình có mua một hộp há cảo để mang về rồi tiện_thể vào quán ăn hủ_tiếu với kem cuộn cùng chủ tổng_cộng là 78k mà lúc tính thì 88k mình hỏi sao 88k lận anh anh tính tiền trả_lời xanh_rờn lun phụ_thu thêm tiền_đồ ăn mình kêu em để đỡ trên bàn tí mang về chứ em đâu có_ăn ở đây mà hà_cớ gì phụ_thu thêm ổng kêu tính hếtnó hk đáng mà cách nói_chuyện nghe muốn ăn đập thiệt lun chứ quán ăn mà hành xử vậy sao trời lần đầu cũng như như lần cuối,2.8
hôm_qua 83 đồng tiến có chương_trình khuyến_mãi những khách_hàng nữ đến mua hàng sẽ được tặng phần quà nhỏ nên cũng tới hóng_hớt mình mua bánh mỳ thịt nướng tiramisu với 2 cái su kem được tặng gói quà nhỏ nhỏ siêu xinh bên trong có chocolate nhiều vị bánh mỳ thịt nướng 15kổ vỏ bánh giòn_rụm cùng thịt nướng thơm thấm gia_vị tiramisu vị béo béo của cream cùng vị đắng đắng của cacao làm_nên hương_vị tuyệt lắm su kem thì không hợp_ý mình lắm vỏ bánh không thơm nhân quá ít cream cũng không được ngon 10k2cái quả không xứng sẽ quay lại đồng tiến thử nhiều loại bánh hơn,7.8
đến quán này 1 lần trước đó mình ăn_ở quan đối dijen bên đường quán vinh ăn thử quán thanh hương này thì thấy được cái sạch_sẽ lịch_thiệp còn quán vinh kialần nào mua về cũng bị tiêu_chảy chả hiểu lun gỏi ướt thì ko nói nhưng gỏi khô chấm nước_mắm thì có vẻ nhạt nước_chấm ko ngon ko đậm_đà như quán vinh rau_sống sạch_sẽ quán có view phía sau nhìn ra sông khá đẹp ăn xong dc chủ quán tặng singum ăn thơm miệng d,7.2
quán ruột rồi nên cũng chả biết nói gì chỉ biết là nó ngon là mình rất thích nhân_viên nhìn rồi nhớ mặt anh_chị luôn mình hay mua về nhà uống lắm vì gần nhà mình mình hay đi ra quán uống với em mình và mẹ mấy anh_chị nhân_viên dễ_thương lắm nói_chuyện vui_tính mình sẽ ủng_hộ quán dài_dài luôn,10.0
view đẹp bánh_mì giá hợp_lí ăn ngon nước uống được mình đi 2ng hết 100k,7.2
vô_tình 2 cha con đi ngang nên ăn thử không hiểu sao có người lại bỏ tiền ra để ngồi nghe những từ_ngữ vô văn_hóa từ bà bán hàng,1.0
tụi mình gọi hai phần ếch khổng_lồ một cháo hành phi và một cháo lá dứa ấn_tượng đầu_tiên khi đồ được bưng ra đó là tô cháo hành ít hơn hẳn phân_nửa so với tô cháo dứa 😂 ếch cũng là khổng_lồ mini thôi chớ chưa phải khổng_lồ 😂 😂 😂 ăn không giống hương_vị cháo ếch sing lắm khi nghiên_cứu gọi món tụi mình nhờ phục_vụ nữ tư_vấn thì bạn nói theo kiểu đố hai đứa biết mình đang nói gì 😂 😂 😂,6.6
pizza chanh sả giá cao và dành cho người biết thưởng_thức rồi_đây ai mà sành ăn thì ăn phát thấy ngon và sau là thấy thèm cứ phải đi miết thôi_hihi menu đa_dạng pasta pizza là sự hài hòa giao_thoa giữa tinh_hoa ẩm_thực ý kết_hợp nhật tức_là trong hương_vị món ăn luôn có cá_hồi hải_sản tươi đặc_trưng của đồ ăn nhật điểm sáng cũng có những loại và những món rất khó ăn nên khi khách gọi bừa sẽ được nhân_viên tư_vấn_kỹ mì ý mình ăn hầu_như là sốt kem nên rất dễ ăn và hài hòa vị món ngon ở đây chủ_yếu đến từ chất_lượng chesse đỉnh_cao không chê vào đâu được và nhân_viên thì lịch_sự và nhiệt_tình trên cả mong_đợi 10 điểm cho mọi thứ,8.0
quán chè đã đổi chủ lâu rồi chứ không phải gia_truyền như mấy báo đưa tin nên không ngon như lúc trước nữa vì nấu ngọt quá bây_giờ nhà mình ăn_ở chè lâm_thạnh ở xích xuống dưới quán chè này bây_giờ đen và dơ không phù_hợp với tiêu_chí ăn_uống của mình nữa rồi quán không có chỗ vệ_sinh rửa tay nước đựng trong mấy cái can nhựa thấy ghê ghê mọi người nói ngon chắc do hợp_khẩu_vị thôi và được pr nhiều quá thôi,4.6
được con bạn giới_thiệu chỗ học bài quá ưng_ý luônkhông gian nhỏ nhưng yên tĩnhnhân viên cũng rất nhiệt tìnhmình gọi ly trà đào nhỏ mà ngon cựctrời nóng mà làm ly này thì tuyệtgiá cũng hợp túi_tiền sinh_viên nữa sẽ ủng_hộ dài_dài,9.4
mỳ quảng ở đây từ ếch lươn đều khá thấm lần này mình ko ăn mì quảng mà ăn cháo lươn cháo nấu đặc vs đậu_xanh lươn đựng trong thố riêng rất thấm ăn cũng ngon lươn nhỏ ướp nhiều nghệ nên ko hề tanh giá rất ok,7.0
trưa hôm_nay có đặt 1 ly chè thái có sầu_riêng thêm trân_châu và khoai dẻo cảm_nhận đầu_tiên là chè ngon béo nhưng không ngọt ngán nên rất ưng nhưng chè lại ít tới đáng thương chỉ có 1 quả nhãn trong ly chè 3 cục khoai dẻo thì hơi sượng và không có sầu_riêng tưởng đã tìm được nơi ăn chè khoái_khẩu nhưng không tui đã vỡ_mộng 🙁,3.4
đồ uống cũng được nhiều lọai vì quán ở vỉa_hè nên k nên đòi_hỏi nhiều được cái thoáng mái nhân_viên cũng bình_thường k nhiệt_tình cũng không khó_chịu quán mở đến 11h nên ngồi thoải_mái,7.2
được bạn rủ đi ăn vì tò_mò món “ bạch_tuộc trứng cút ” đồ ăn khá ngon giá_cả rẻ phù_hợp với học_sinh sinh_viên không_gian khá chật và nóng,6.8
hôm bế_giảng xong nên lớp mình liên hoanko biết ăn gì nên gọi đại chè thái tớichè bỏ trong túi zip chắc_chắn nhiều bạn của mình ăn chập cx ngán vì quá nhiềuchè liên thì ai cx biết nhiều rồi nên chất_lượng với giá_cả ns chung là siêu hợp lýsẽ thử nhiều món hơn nx 🤗 🤗,4.4
nước_chấm ngon 👍,6.8
quán này theo mình là ngon thích nhất là mù chai ở đây hồi trước quán còn chật_chội tới ngày rằm mồng 1 đông thôi rồi giờ quán mới sửa_sang rộng_rãi hẳn giá ở đây cũng rẻ nữa 1 tô mỳ đầy_ắp mà có 20k phục_vụ nhanh,8.0
lần đầu_tiên ăn và order món cơm gà rôti chay nhưng chế_biến quá dở gà cứng đơ miệng đậu rán nhiều dầu_mỡ và cũng cứng đơ như_thể đã để từ mấy ngày rồi chỉ mỗi cơm dẻo và thơm món canh mùi hơi nồng,5.0
đồ ăn rất ngon tuy_nhiên chè khúcs bạch_chỉ là soda thêm siro và thạch màu bình_thường uống rất chán bác già phục_vụ rất chu_đáo ăn tất_cả trừ mỗi khô tôm bắp và xôi,7.0
mình đã ăn_ở zé hai lần nhưng lần thứ 2 mình đến thì quá thất_vọng lần đầu_tiên mình ăn_ở đây thì gọi tok chả cá kimbap chiên khoai_tây lắc tok và kimbap ăn ổn còn khoai_tây lắc ăn hơi ngán nói_chung cũng ok còn lần tiếp là mình tới cùng bạn thì 2 đứa gọi lẩu bò cay vẫn là tok chả cá và 2 tô cơm trộn haizz lẩu rất chi là tệ luôn ấy lúc bưng ra là mình thấy k hấp_dẫn rồi còn khi ăn thì k nói nên lời rất dở nước dở cả 2 đứa ăn k nỗi bò thì có 3 cục tụi mình đành vớt bò ăn rồi bỏ lẩu qua bên cơm trộn thì cũng quá tệ ăn chưa tới nửa tô thì k ăn nỗi nhưng vì tiếc tiền nên ráng ăn thêm chỉ có tok chả cá là ăn được nhất thôi tok mềm và chả cũng ngon nữa à cần lau dọn toilet kĩ hơn vì lúc đi_rửa tay thì hơi bốc mùinói chung là k muốn quay lại,4.8
quán đông nhưng vẫn phục_vụ khá tốt giá_cả hợp_lý ếch nhiều nước_dùng cũng đậm_đà mình rất thích chỗ này sẽ quay lại ủng_hộ,6.4
mình ăn mấy loại mì ở đây và đều thấy ưng cả riêng loại mì quảng_ếch là ấn_tượng nhất vì trình_bày hấp_dẫn quá mà niêu ếch đc nguyên 1 con tha_hồ gặm cơ nhé mì ở đây sợi dẻo mềm nước_dùng đều vừa_vặn thịt ăn kèm cũng mềm nhừ nữa nếu có dịp mình sẽ quay lại,7.2
mình là fan của chè khúc bạch mà đi cả thành_phố vẫn chỉ ưng được nhất là chỗ này thui cái nước đường thì chưa ok thôi còn cục khúc bạch đúng kiểu béo mềm bỏ vào miệng nhai nhẹ thui cảm_giác cực đã còn nước đường thì quá ngọt không hề nghe mùi thơm của nhãn nhưng được cái giá quá ok 20k nhiều ngập hơn hẳn 1 số chỗ 25k mà lèo_tèo ăn còn như cục thạch agar thì đúng hơn là khúc bạch đấy flan phomai cũng cực ngon béo béo mà cái vị nó không ngọt gắt như miếng khúc bạch,7.0
thất_vọng nước bạc_hà gì mà chua_lè đồ ăn vặt thì ko có đồ chấm bún đậu thì ko kèm theo singum ăn cho đỡ hôi miệng tệ,3.4
có tới quán uống vài lần quán không_gian hơi nhỏ do cũng bận đa_phần đặt ở app trà sữa ở đây ngon thanh ngọt mùi dễ_chịu cực thích đặt ở app lại được giảm_giá thích thật t6tatua milktea,8.0
đến quán vào buổi trưa lúc đó cũng không quá đông khách nhưng có món thì hơi lâu chắc có_thể vì lúc gọi món quán mới chế_biến gọi 2 ếch 1 cháo nhưng đem ra 2 phần chào chắc tại thấy 2 người ếch thì thấm ngon cay cháo cách nấu sao ăn mau ngán lắm 2 người đang đói mà ăn không hết đc 1 tô nhưng vẫn chấm điểm tốt cho quán vì ếch ngon,5.0
ở đây có món đậu_xanh rau_má dở huyền_thoại luôn rau_má bỏ đậu_xanh khô vào cái ly thì là cái ly uống rượu_vang bằng nhựa á vừa ít lại toàn là đá hút 1 hơi lạt nhễ lạt nhách đã thế đậu_xanh khô nó cứ vón thành cục không tan uống vào cứ lờm_lợm ly 15k uống xong muốn đậu_xanh rau_má cái đứa làm món đó thiệt luôn mình uống xong ra phàn_nàn vơi chủ quán ngay anh í cũng chỉ biết la sơ_sơ vì khách đông quá mấy món khác thì ngon tuyệt chỉ mỗi món này mình khuyến_cáo mọi người không nên vì thấy cái tên hay mà order nếu không sẽ không kịp hối_hận,8.2
thấy deli giảm 15 nên mình order về ăn quán này nổi_tiếng vs món cháo ếch xingapo cơ_mà mình k order vì đang thèm bò né mình gọi phần bò né đặc_biệt 40k và gọi thêm 1 ổ bánh_mì nữa bình_thường mình hay ăn là bò né vs bánh_mì là combo rồi mà quán này phần bò né riêng và phải gọi thêm bánh_mì mình k biết là nhân_viên quên bỏ bánh_mì hay_là bò né thì chỉ có bò thoai chứ k có bánh_mì may mà mình order bánh_mì thêm mới có_ăn chứ k là k có mà chấm rồi bò né bình_thường k ngon lắm bò dai,7.2
không gianquán nhỏcó 2 bên khá rộngnhìn rất sạch sẽmình đi sáng nên thấy khá ít kháchngồi thoải_mái hơn phục vụmình cực_kỳ không thích cách phục_vụ ở đâyvào không biết để xe ở đâu mấy cô chỉ nhìn nhìn làm mình tự để đạivào quán đợi 5p mới có người hỏi ăn gì trong khi quán chỉ có 1 bàn đang ăn cạnh thôiăn xong tính tiền cũng kêu tới gọi lui và không biết gọi ai vì nhân_viên thì 34 ngườikhách thì không có ai mà nv thì đi tới đi lui chỗ bên kiachẳng ai trực quán để mà gọi khi cầnrất bực_mình khi không có cách sắp_xếp phù_hợp giá cảtrung bìnhkhông mắc cũng không rẻmình đi 2 người hết 30kcơ mà mình nghĩ 2 người ăn 50k mới no30k hơi lưng lưng bụng thôi món ănmình kêu mỗi bánh một ítđem ra 3 nậm4 lọc4 bánh_bèo bánh nậmbánh quá dẻo nên mình không thích lắm vì thấy giống bị nhãobánh không bị quá mỏngnhân khá ok bánh_bèo không biết do nhân hay do bánh mà mình ăn có vị chua chua nên rất khó_chịu bột lọcmình thường không thích bột lọc lắm cơ_mà ở quán mình thấy bánh này có_lẽ được hơnbánh dàynhân khá ngon nước mắmbình thườngkhông đặc sắcmình thích mắm vị chua_ngọt nhưng mắm ở đây lại không cóchỉ mặn mặncay cay,5.8
thường_xuyên giao lộn order giao thiếu xảy ra thường_xuyên chứ không chỉ 1 2 lần vài món vẫn hiển_thị trên menu nhưng không bao_giờ có toàn gọi điện_báo khách cancel món quá tệ sẽ không bao_giờ ăn_ở đây nữa,1.0
